Line,# Letter, Cz/theta, Cz/alpha, Cz/betaL, Cz/betaH, Cz/gamma, Fz/theta, Fz/alpha, Fz/betaL, Fz/betaH, Fz/gamma, Fp1/theta, Fp1/alpha, Fp1/betaL, Fp1/betaH, Fp1/gamma, F7/theta, F7/alpha, F7/betaL, F7/betaH, F7/gamma, F3/theta, F3/alpha, F3/betaL, F3/betaH, F3/gamma, FC1/theta, FC1/alpha, FC1/betaL, FC1/betaH, FC1/gamma, C3/theta, C3/alpha, C3/betaL, C3/betaH, C3/gamma, FC5/theta, FC5/alpha, FC5/betaL, FC5/betaH, FC5/gamma, FT9/theta, FT9/alpha, FT9/betaL, FT9/betaH, FT9/gamma, T7/theta, T7/alpha, T7/betaL, T7/betaH, T7/gamma, TP9/theta, TP9/alpha, TP9/betaL, TP9/betaH, TP9/gamma, CP5/theta, CP5/alpha, CP5/betaL, CP5/betaH, CP5/gamma, CP1/theta, CP1/alpha, CP1/betaL, CP1/betaH, CP1/gamma, P3/theta, P3/alpha, P3/betaL, P3/betaH, P3/gamma, P7/theta, P7/alpha, P7/betaL, P7/betaH, P7/gamma, O1/theta, O1/alpha, O1/betaL, O1/betaH, O1/gamma, Pz/theta, Pz/alpha, Pz/betaL, Pz/betaH, Pz/gamma, Oz/theta, Oz/alpha, Oz/betaL, Oz/betaH, Oz/gamma, O2/theta, O2/alpha, O2/betaL, O2/betaH, O2/gamma, P8/theta, P8/alpha, P8/betaL, P8/betaH, P8/gamma, P4/theta, P4/alpha, P4/betaL, P4/betaH, P4/gamma, CP2/theta, CP2/alpha, CP2/betaL, CP2/betaH, CP2/gamma, CP6/theta, CP6/alpha, CP6/betaL, CP6/betaH, CP6/gamma, TP10/theta, TP10/alpha, TP10/betaL, TP10/betaH, TP10/gamma, T8/theta, T8/alpha, T8/betaL, T8/betaH, T8/gamma, FT10/theta, FT10/alpha, FT10/betaL, FT10/betaH, FT10/gamma, FC6/theta, FC6/alpha, FC6/betaL, FC6/betaH, FC6/gamma, C4/theta, C4/alpha, C4/betaL, C4/betaH, C4/gamma, FC2/theta, FC2/alpha, FC2/betaL, FC2/betaH, FC2/gamma, F4/theta, F4/alpha, F4/betaL, F4/betaH, F4/gamma, F8/theta, F8/alpha, F8/betaL, F8/betaH, F8/gamma, Fp2/theta, Fp2/alpha, Fp2/betaL, Fp2/betaH, Fp2/gamma
1072,21,0.28,0.217,0.252,0.035,0.023,2.517,1.211,2.095,3.263,7.067,1.36,1.557,1.428,1.691,7.732999999999999,4.668,1.673,2.365,3.29,6.67,4.127,1.821,3.412,5.583,6.686,0.274,0.468,0.988,1.308,0.34,4.898,1.034,2.958,2.906,7.195,7.933,2.008,2.859,12.813,2.776,2.281,2.818,2.162,2.137,6.989,2.087,1.935,2.624,1.879,7.884999999999998,7.698,3.646,2.211,9.216,3.781,3.306,2.253,1.995,2.764,6.837,2.197,2.906,5.251,8.365999999999998,0.986,2.471,11.291,2.895,2.789,0.403,7.434,9.087,1.027,8.67,5.579,5.04,11.326,1.77,7.433,5.567,0.779,10.038,0.442,0.88,0.135,4.784,8.727999999999998,2.692,4.14,6.751,5.378,10.266,1.332,4.257,6.573,5.489,14.36,4.174,2.804,6.795,1.813,30.839,1.799,1.583,0.259,6.171,7.727,4.772,10.675,3.052,6.635,5.765,3.364,2.427,7.169,3.655,5.415,1.36,5.009,6.546,6.708,3.698,1.507,2.665,7.272,5.888,2.284,1.931,3.638,6.989,5.342,1.406,1.213,2.81,7.376,0.438,2.194,0.733,0.207,0.044,0.57,0.491,1.111,0.741,0.179,10.314,2.132,2.805,8.82,5.581,5.522,3.214,3.088,6.751,5.808,1.595,1.477,3.281,2.579,6.766
1073,21,0.285,0.206,0.204,0.038,0.018,3.895,1.612,2.467,3.046,7.185,2.006,1.566,1.175,2.06,7.509,6.088,2.066,2.997,3.681,6.546,3.59,2.035,3.027,6.012,6.636,0.444,0.523,1.0,1.229,0.375,6.947,1.607,2.252,3.186,7.394,9.667,1.692,3.553,13.164,2.683,3.099,3.8,2.317,2.407,6.69,2.341,2.498,2.571,1.627,7.673,7.04,2.615,1.741,8.997,3.974,3.043,1.9,1.627,2.715,6.79,1.474,2.503,5.109,8.25,1.006,2.739,9.315,2.564,2.883,0.417,9.058,6.129,0.964,7.902,5.916,4.945,8.420999999999998,1.07,7.46,5.664,0.917,10.009,0.742,0.744,0.141,5.482,7.556,2.309,4.316,6.736,6.795,9.268,1.206,4.338,6.393,7.804999999999999,13.853,3.837,2.76,6.775,2.182,30.715,1.278,1.497,0.264,7.745,7.809999999999999,4.73,10.431,3.087,6.207,4.921,2.817,2.074,7.38,3.939,4.874,1.396,5.234,6.53,4.753,2.81,1.238,2.826,7.421,3.537,1.334,2.05,3.399,7.139,2.981,1.286,1.292,2.758,7.604,0.495,2.951,0.767,0.236,0.055,0.464,0.437,1.188,0.898,0.21,10.769,1.89,1.661,9.152,5.595,6.305,3.034,3.072,6.152,5.82,1.464,1.21,3.421,2.616,7.065
1074,21,0.366,0.154,0.126,0.045,0.017,5.375,2.386,2.524,2.745,7.328999999999998,2.361,1.691,1.48,2.235,7.667,4.9,2.125,3.544,3.427,6.597,3.173,1.834,2.03,6.139,6.729,0.804,0.638,0.948,1.155,0.346,5.885,2.062,1.538,3.282,7.644999999999999,9.796,1.611,4.371,13.032,2.811,2.948,3.829,2.619,2.566,6.755,2.03,2.901,2.226,1.57,7.610999999999998,7.263,1.908,1.37,9.106,3.945,2.633,1.409,1.47,2.533,6.984,1.386,2.171,3.981,8.088,1.006,2.88,6.617,2.071,2.619,0.4,11.009,3.998,1.26,7.276,6.131,5.192,5.646,1.233,7.063,6.044,1.139,7.49,0.972,0.498,0.122,5.688,5.502,2.226,4.404,6.687,6.413,6.03,1.619,4.342,6.268,7.602999999999998,11.667,3.712,2.777,6.814,2.316,24.924,1.499,1.291,0.234,7.918999999999999,7.875,4.377,9.414,3.143,3.975,3.353,2.163,1.824,7.436,4.585,4.07,2.192,5.021,6.538,3.146,2.296,1.472,2.869,7.549,2.487,0.8509999999999999,2.121,2.796,7.421,1.766,1.277,1.639,2.592,7.84,0.457,3.323,0.618,0.261,0.081,0.583,0.467,1.09,1.019,0.245,9.170000000000002,2.29,1.706,8.75,5.731,8.474,2.75,3.045,5.731,5.826,1.72,0.92,2.59,2.13,7.503
1075,21,0.404,0.103,0.094,0.06,0.026,5.658,2.382,2.182,2.863,7.328,1.91,1.575,1.666,1.917,8.151,2.642,1.656,3.269,2.67,6.869,4.024,1.748,1.69,5.76,6.931,1.069,0.674,1.025,1.159,0.277,3.905,2.281,1.722,2.855,7.759999999999998,10.18,2.072,4.747,12.504,3.111,2.058,2.769,2.555,2.351,7.203,1.587,2.821,2.09,1.65,7.809999999999999,6.762,1.408,1.169,9.264,3.877,3.518,1.168,1.838,2.369,7.288999999999999,2.007,2.06,3.208,8.502,0.982,2.985,4.817,1.955,2.508,0.345,14.166,3.145,1.694,7.343,6.021,4.617,3.69,1.633,6.715,6.28,1.234,4.905,0.904,0.37,0.104,4.853,3.402,2.115,4.46,6.773,5.231,3.218,2.235,4.306,6.395,4.574,7.836,3.985,2.631,7.079,2.382,17.324,2.209,1.175,0.217,6.528,7.913999999999999,4.104,8.4,3.256,1.659,2.072,1.988,1.769,7.417,5.155,3.081,2.441,4.46,6.728,3.022,2.539,1.874,2.856,7.546999999999999,3.426,0.957,1.874,2.564,7.506999999999999,2.739,1.244,1.69,2.519,7.891,0.447,2.815,0.516,0.317,0.106,0.767,0.535,0.98,1.061,0.253,7.756999999999999,2.309,2.308,8.061,5.806,8.806,2.348,2.77,5.959,5.899,2.086,0.702,1.603,1.66,7.657
1076,21,0.344,0.08899999999999998,0.098,0.077,0.036,4.518,1.547,2.095,3.145,7.193,1.097,1.269,1.352,1.492,8.352,1.908,1.401,2.781,2.196,7.003,5.079,1.987,2.145,5.465,7.026,1.002,0.549,1.473,1.31,0.244,4.597,2.484,2.465,2.527,7.668,11.587,2.665,4.121,12.295,3.205,1.188,2.008,2.169,2.001,7.529,1.344,2.309,2.135,1.638,8.028,5.599,1.601,1.516,9.677,3.79,5.744,1.09,2.085,2.317,7.283,2.57,2.102,3.109,9.252,0.909,2.725,3.294,2.136,2.652,0.292,16.381,2.96,1.696,7.78,5.711,3.993,2.275,1.834,6.881,6.173,1.112,3.415,0.601,0.344,0.1,3.835,2.14,1.571,4.334,7.046,4.567,2.434,2.482,4.087,6.727,2.329,4.19,4.493,2.354,7.399,2.411,11.483,2.393,1.243,0.239,5.103,6.793,4.389,8.287,3.307,1.154,1.36,2.328,1.78,7.506,4.945,2.798,1.761,4.058,6.977,3.71,3.011,1.92,2.919,7.351,4.569,1.217,1.716,2.93,7.293999999999999,3.702,1.06,1.354,2.627,7.796999999999999,0.502,1.677,0.436,0.351,0.115,0.787,0.644,1.29,1.107,0.249,8.672,1.933,2.602,8.349,5.616,6.967,2.142,2.71,6.735,5.869,1.784,0.7259999999999999,1.632,1.663,7.508
1077,21,0.231,0.106,0.08999999999999998,0.077,0.039,3.245,0.868,2.627,3.091,7.126,0.8259999999999998,1.207,1.078,1.518,8.048999999999998,2.797,1.693,3.06,2.384,6.779,4.988,2.078,2.572,5.839,6.902,0.759,0.407,2.103,1.49,0.269,6.755,2.8,2.563,2.763,7.521,12.756,2.679,3.307,12.823,2.95,0.883,2.104,1.812,1.892,7.492,1.22,1.773,1.934,1.5,8.077,4.517,3.108,2.094,10.029,3.637,7.501999999999998,0.987,1.853,2.402,6.908,2.727,2.549,3.145,9.743,0.862,1.959,2.125,2.189,2.57,0.287,14.44,2.97,1.229,7.96,5.505,4.223,1.723,1.773,7.148,5.983,1.01,2.752,0.434,0.318,0.094,3.59,2.08,0.889,4.035,7.238,4.565,2.638,2.331,3.82,6.946,3.23,2.36,4.549,2.253,7.535,2.016,8.243,1.798,1.317,0.244,4.91,4.64,4.694,8.941,3.186,1.637,0.973,2.492,1.693,7.652999999999999,3.909,3.368,1.249,4.234,7.03,4.961,2.71,1.78,2.999,7.06,4.147,1.357,2.091,3.215,7.071,3.244,0.913,1.295,2.583,7.698,0.554,0.714,0.305,0.294,0.103,0.591,0.784,1.961,1.257,0.273,9.476,1.821,2.324,9.237,5.359,5.648,2.327,2.794,6.924,5.734,1.086,1.016,2.504,1.86,7.357
1078,21,0.262,0.16,0.097,0.08,0.04,3.215,0.8509999999999999,3.075,2.596,7.182,1.302,1.446,1.366,1.836,7.784,3.104,1.905,3.704,2.71,6.519,3.711,1.778,2.24,6.309,6.774,0.776,0.36,2.474,1.602,0.297,7.163,2.736,1.918,3.18,7.495,13.848,2.202,3.238,13.704,2.681,1.029,2.188,1.606,2.081,7.365999999999999,1.217,1.608,1.556,1.37,8.042,4.872,5.013,2.284,10.147,3.455,6.605,0.947,1.66,2.452,6.646,2.482,2.931,3.073,9.839,0.865,1.385,1.878,2.115,2.376,0.326,11.055,3.073,1.071,8.048999999999998,5.463,5.211,2.351,1.513,7.112,6.005,0.942,2.902,0.606,0.302,0.08799999999999998,3.709,2.693,0.8269999999999998,4.001,7.121,4.4,2.621,2.198,3.786,6.9,5.477,1.999,3.728,2.305,7.509999999999998,1.348,7.303,1.105,1.197,0.208,5.0,3.536,4.004,9.485,3.009,1.786,0.924,2.144,1.585,7.59,2.832,3.564,1.716,4.691,6.915,5.204,1.962,1.829,2.818,6.94,3.127,1.356,2.745,2.972,7.133,2.286,0.987,1.811,2.23,7.73,0.538,0.444,0.307,0.206,0.085,0.374,0.8139999999999998,2.367,1.327,0.302,8.570999999999998,2.232,2.289,9.555,5.307,7.179,2.66,2.63,6.291,5.72,1.327,1.092,2.897,1.82,7.408
1079,21,0.468,0.279,0.139,0.104,0.044,4.099,1.042,3.003,2.108,7.119,1.808,1.711,1.918,1.908,7.942,2.208,1.749,3.749,2.728,6.628,3.06,1.588,1.567,6.223,6.842,1.058,0.342,2.242,1.511,0.28,5.182,2.105,1.586,3.1,7.558,14.062,1.924,3.192,13.57,2.703,1.238,1.874,1.628,2.215,7.476,1.397,1.914,1.652,1.372,8.032,7.184,5.385,1.954,9.845,3.399,3.726,0.955,1.822,2.397,6.794,2.142,2.826,3.012,9.572,0.862,1.428,2.208,2.133,2.157,0.349,9.734000000000002,3.232,1.236,8.218,5.447,6.455,3.695,1.385,7.004,6.156,0.769,4.121,0.888,0.383,0.095,3.101,2.828,1.286,4.345,6.885,3.757,2.162,2.534,4.267,6.717,5.735,1.767,2.862,2.24,7.482999999999999,0.884,8.455,0.907,1.041,0.212,4.544,3.626,3.378,9.739,2.921,1.47,1.196,1.801,1.543,7.331,2.764,2.565,2.555,5.21,6.765,4.041,1.689,2.032,2.575,7.072,3.74,1.274,2.864,2.612,7.287,2.893,1.137,2.269,1.994,7.832,0.476,0.589,0.443,0.196,0.071,0.308,0.666,2.375,1.341,0.292,8.588,2.603,3.058,9.418,5.373,9.556,2.99,2.479,5.998,5.785,2.304,0.757,2.451,1.576,7.522
1080,21,0.608,0.456,0.169,0.115,0.045,4.16,0.985,2.928,2.132,6.885,1.771,1.683,2.09,1.616,8.179,1.349,1.658,3.093,2.55,6.922,4.276,2.0,1.584,5.922,6.95,1.192,0.311,1.652,1.34,0.25,3.146,1.486,1.939,2.656,7.582,13.929,1.946,2.707,13.004,2.781,1.223,1.654,1.77,2.132,7.663999999999999,1.694,2.385,2.157,1.498,8.016999999999998,8.939,3.846,1.533,9.253,3.48,2.017,0.867,1.949,2.338,6.978,1.928,2.7,3.497,9.301,0.864,1.541,2.264,2.222,1.961,0.338,9.204,3.067,1.194,8.354,5.391,7.425,4.553,1.386,7.248999999999999,6.134,0.535,6.055,0.907,0.524,0.122,2.495,2.545,1.712,4.877,6.793,3.106,1.937,3.235,4.933,6.554,4.069,1.495,2.921,2.012,7.444,0.8449999999999999,11.97,1.045,1.011,0.317,3.769,3.711,4.069,9.408,2.962,1.522,1.579,1.84,1.556,7.222,3.281,1.695,2.895,5.686,6.657,2.944,1.978,1.992,2.61,7.153,4.778,1.158,2.324,2.733,7.135,4.521,1.29,2.155,2.176,7.739,0.507,0.7229999999999999,0.577,0.234,0.062,0.361,0.453,2.144,1.331,0.262,10.551,2.325,3.582,9.624,5.331,10.628,3.216,3.048,7.002,5.592,2.803,0.417,2.182,1.588,7.485
1081,21,0.525,0.575,0.159,0.08999999999999998,0.039,2.865,0.806,3.195,2.479,6.83,1.438,1.45,1.798,1.464,8.025,1.333,1.827,2.361,2.608,6.974,6.074,2.418,2.086,6.114,6.891,1.098,0.278,1.125,1.203,0.283,3.433,1.469,2.286,2.548,7.599,13.358,1.781,2.06,12.788,2.711,0.988,1.924,1.645,2.093,7.564,2.398,2.575,2.262,1.581,7.888,8.218,2.435,1.339,9.436000000000002,3.499,2.127,0.73,1.804,2.398,6.844,1.939,2.983,4.235,8.826,0.931,1.539,2.038,2.143,1.811,0.335,7.527,2.57,1.025,8.358,5.36,7.466,4.293,1.355,7.844,5.871,0.568,7.868999999999998,0.744,0.702,0.169,2.208,2.907,1.727,4.984,6.9,3.563,2.749,3.524,4.899,6.509,4.987,1.458,3.593,2.013,7.396,1.359,16.205,1.277,1.181,0.435,4.037,3.841,5.11,9.113,2.992,2.2,1.964,2.035,1.677,7.351,3.421,1.888,2.731,5.788,6.62,2.84,2.066,1.604,2.924,6.959,4.188,0.947,1.906,3.225,6.809,4.847,1.29,1.862,2.587,7.388,0.6,0.636,0.584,0.219,0.057,0.384,0.337,1.765,1.33,0.259,11.75,1.657,2.937,10.109,5.229,9.795000000000002,3.101,3.887,8.163999999999998,5.223,2.413,0.487,2.495,1.876,7.346
1082,21,0.343,0.521,0.164,0.065,0.039,2.584,0.703,3.324,2.655,7.165,1.52,1.351,1.691,1.755,7.695999999999999,1.562,1.951,2.15,2.929,6.723,6.379,2.189,2.217,6.548,6.816,1.073,0.301,0.966,1.251,0.374,5.086,1.928,2.292,2.928,7.655,12.012,1.347,2.007,13.248,2.666,0.809,2.247,1.4,2.361,7.208,3.422,2.395,1.88,1.485,7.702,5.984,2.649,1.097,10.631,3.318,2.736,0.7219999999999999,1.868,2.592,6.646,1.873,3.204,4.951,8.772999999999998,1.014,1.663,1.704,1.987,1.946,0.355,8.0,2.491,1.264,8.636,5.333,6.259,3.325,1.254,7.937999999999999,5.7,0.786,8.372999999999998,0.737,0.86,0.203,2.021,4.01,1.565,4.717,6.986,5.52,4.021,3.121,4.277,6.569,9.443,2.176,4.112,2.291,7.389,2.167,18.017,1.543,1.592,0.46,5.212,4.398,4.673,8.984,2.954,2.669,2.487,2.219,1.879,7.347,3.353,2.279,2.539,5.369,6.662,2.954,1.841,1.241,3.134,6.784,2.484,0.8159999999999998,1.943,3.318,6.778,3.404,1.161,1.893,2.699,7.134,0.605,0.406,0.426,0.144,0.059,0.34,0.356,1.248,1.255,0.278,10.184,1.337,1.776,9.956,5.248,8.186,2.688,3.753,8.029,5.058,2.045,0.677,2.525,2.02,7.391
1083,21,0.241,0.337,0.194,0.063,0.044,4.04,0.8249999999999998,2.978,2.537,7.532,1.776,1.455,2.072,2.035,7.681,1.403,1.889,2.474,3.009,6.523,5.087,1.773,1.977,6.27,6.963,1.09,0.381,1.218,1.406,0.431,5.648,1.94,2.305,3.187,7.708999999999999,10.39,1.118,2.537,13.258,2.876,0.8509999999999999,2.289,1.893,2.599,7.031,3.787,2.191,1.709,1.322,7.628,5.002,3.498,0.882,11.786,3.047,2.337,0.907,2.433,2.619,6.713,1.735,2.839,5.436,8.817,0.985,1.85,1.385,1.952,2.297,0.347,12.654,3.137,2.015,9.086,5.25,4.974,2.683,1.484,7.445999999999999,5.762,0.895,7.178,0.8409999999999999,0.8389999999999999,0.184,1.779,4.444,1.686,4.642,6.977,6.917,4.345,2.626,3.902,6.698,11.297,3.061,3.953,2.565,7.410999999999999,2.367,17.15,1.744,1.996,0.417,5.79,4.963,3.703,9.136,2.921,2.546,3.008,2.522,2.056,7.091,3.572,2.042,2.506,4.748,6.783,2.697,1.736,1.291,2.985,6.891,2.408,0.8389999999999999,2.018,2.999,7.087,2.662,1.053,2.124,2.485,7.25,0.536,0.304,0.235,0.092,0.07499999999999998,0.324,0.443,0.889,1.185,0.297,8.72,1.542,1.647,9.501,5.304,6.903,2.205,2.733,7.211999999999998,5.2,2.39,0.636,1.909,1.89,7.612
1084,21,0.237,0.183,0.233,0.079,0.045,5.086,0.862,2.606,2.589,7.554999999999999,1.53,1.34,2.237,1.826,7.979,1.221,1.602,2.639,2.628,6.643,3.827,1.863,2.088,5.561,7.17,0.947,0.401,1.695,1.505,0.419,4.471,1.67,2.505,2.877,7.687999999999999,9.521,1.273,2.998,12.671,3.144,0.968,1.992,2.885,2.352,7.240999999999999,2.99,2.15,1.842,1.232,7.769,5.372,4.035,0.788,11.797,2.939,1.8,1.087,2.931,2.455,6.934,1.693,2.155,5.758,8.824999999999998,0.8479999999999999,1.981,1.692,1.906,2.483,0.289,15.71,4.429,2.503,9.097,5.151,3.986,3.724,2.074,6.761,5.848,0.807,5.093,0.788,0.606,0.13,1.733,3.755,2.009,4.9,6.987,5.934,4.131,2.739,4.151,6.836,8.686,3.548,3.245,2.601,7.391,1.75,16.935,1.899,2.172,0.395,5.509,5.395,4.156,9.282,2.983,2.379,3.4,2.894,2.153,6.946,4.261,2.027,2.48,4.476,6.915,2.622,1.775,1.496,2.738,7.079,4.09,1.06,1.868,2.915,7.306,3.86,1.075,2.081,2.342,7.485,0.568,0.601,0.184,0.096,0.095,0.409,0.518,0.924,1.202,0.303,9.615,1.644,2.405,9.503,5.29,6.097,1.983,2.042,7.021,5.396,2.696,0.405,1.246,1.806,7.687
1085,21,0.267,0.13,0.285,0.112,0.043,4.069,0.734,2.814,2.88,7.299,0.944,0.955,1.735,1.361,8.118,1.753,1.34,2.453,2.249,6.868,3.235,2.338,2.452,5.343,7.161,0.8519999999999999,0.355,2.155,1.591,0.387,4.07,1.648,2.496,2.6,7.606,9.868,1.572,2.894,12.535,3.104,0.909,1.593,3.022,1.83,7.533,1.953,2.312,1.821,1.2,7.961999999999998,5.642,4.454,0.868,11.232,3.02,2.075,1.082,2.696,2.338,6.978,1.965,1.637,5.4,8.833,0.728,2.233,3.733,1.841,2.455,0.238,12.709,5.878,1.927,8.718999999999998,5.119,3.244,6.038,2.267,6.415,5.815,0.644,3.272,0.8369999999999999,0.371,0.091,1.962,3.022,1.906,4.898,7.104,4.16,4.696,2.699,4.248,6.945,6.607,4.729,2.664,2.477,7.248999999999999,1.56,19.117,2.071,2.12,0.395,4.497,5.494,5.003,9.246,3.077,3.014,3.332,3.072,2.211,7.106,4.777,3.279,2.049,4.579,6.928,2.852,1.816,1.325,2.792,7.011,4.552,1.443,1.78,3.399,7.24,4.52,1.125,1.683,2.556,7.519,0.708,1.697,0.271,0.128,0.101,0.489,0.646,1.245,1.179,0.287,11.621,1.401,2.757,9.849,5.27,6.44,1.991,2.167,7.534,5.417,2.103,0.396,1.259,1.986,7.503
1086,21,0.251,0.118,0.294,0.133,0.04,2.321,0.8499999999999999,3.276,3.015,7.122,0.763,0.754,1.341,1.239,7.953,2.78,1.358,2.544,2.423,6.895,3.021,2.437,2.264,5.855,6.999,0.963,0.432,2.198,1.588,0.373,5.056,1.811,2.023,2.951,7.543,10.922,2.075,2.671,13.31,2.858,0.8149999999999998,1.307,2.156,1.626,7.54,1.697,2.562,1.694,1.196,7.985999999999998,5.715,5.095,1.102,11.022,3.145,2.601,1.039,1.991,2.523,6.827,2.493,1.85,4.461,8.961,0.703,2.361,7.838,1.968,2.435,0.249,7.267999999999998,6.69,0.957,8.653,5.135,3.176,7.293999999999999,1.81,6.433,5.812,0.563,2.179,1.178,0.28,0.077,2.158,3.02,1.776,4.5,7.196,3.43,5.535,2.108,3.989,6.951,7.636999999999999,7.323,2.89,2.419,6.965,2.648,20.376,2.082,2.047,0.368,3.117,4.958,4.537,9.082,3.11,4.153,3.137,3.075,2.146,7.285,4.433,5.262,1.7,4.93,6.726,2.835,2.25,1.255,3.092,6.796,2.979,1.87,2.073,3.715,7.113,3.148,1.182,1.447,2.808,7.425,0.79,3.248,0.413,0.189,0.08799999999999998,0.472,0.8289999999999998,1.604,1.187,0.251,11.641,1.318,2.26,9.87,5.321,7.976,1.886,2.45,7.498999999999999,5.351,1.367,0.651,1.771,2.13,7.364
1087,21,0.188,0.115,0.218,0.121,0.042,1.775,1.424,3.128,2.936,7.16,0.965,0.985,1.704,1.466,7.871,2.96,1.529,3.081,2.841,6.793,3.305,1.973,1.548,6.066,7.023,1.078,0.77,1.758,1.398,0.376,5.082,1.696,1.64,3.436,7.535999999999999,12.729,2.996,2.992,13.822,2.851,0.865,1.149,1.504,1.858,7.388,1.836,2.594,1.786,1.323,7.929999999999999,6.881,5.303,1.213,11.248,3.273,2.383,1.228,1.667,2.815,6.749,2.763,2.674,3.879,9.248,0.766,2.161,11.436,2.14,2.601,0.296,5.202,6.459,0.8439999999999999,8.986,5.118,3.96,6.09,1.645,6.646,5.92,0.63,1.475,1.323,0.261,0.07499999999999998,2.489,3.174,2.38,4.236,7.156,3.016,4.974,1.66,3.898,6.87,7.48,8.544,3.366,2.476,6.806,3.844,17.021,1.657,1.844,0.318,2.299,4.044,3.407,8.660999999999998,3.213,4.426,2.97,2.986,1.968,7.248999999999999,3.649,5.985,1.834,5.1,6.542,2.385,3.154,1.703,3.052,6.774,1.98,2.219,2.55,3.419,7.123,1.894,1.349,1.632,2.716,7.429,0.742,4.146,0.535,0.281,0.076,0.422,0.853,1.765,1.366,0.225,9.369,1.662,1.88,9.479,5.405,9.525,1.515,2.43,6.792,5.435,1.745,0.769,2.023,1.975,7.423
1088,21,0.177,0.132,0.139,0.097,0.044,1.902,1.822,2.456,2.955,7.264999999999999,1.049,1.299,2.086,1.672,8.034,2.194,1.389,3.132,3.042,6.812,4.116,1.451,1.276,5.607,7.226,1.087,1.115,1.27,1.118,0.398,3.702,1.538,2.123,3.263,7.527999999999999,14.431,3.823,3.624,13.387,3.116,1.001,1.122,1.456,2.075,7.418999999999999,1.743,2.311,1.98,1.568,8.026,9.062,4.854,1.054,11.332,3.46,1.89,1.617,1.863,3.004,6.79,2.469,3.254,3.718,9.684,0.859,1.991,11.319,1.869,2.609,0.338,7.349999999999999,5.623,1.389,9.379,5.034,5.832,4.027,1.859,6.849,5.957,0.751,0.928,0.968,0.247,0.082,2.775,2.706,3.122,4.161,7.127,2.139,3.388,1.607,4.072,6.886,4.558,6.745,3.268,2.543,6.98,3.886,11.425,1.046,1.379,0.267,2.7,3.376,3.234,8.157,3.473,3.36,2.714,2.972,1.869,7.149,3.263,4.578,1.754,4.887,6.625,2.625,3.579,2.088,2.746,6.896,3.315,2.653,2.901,3.182,7.168,2.903,1.517,1.87,2.443,7.477999999999998,0.626,3.921,0.683,0.37,0.07499999999999998,0.391,0.632,1.725,1.726,0.232,7.477999999999998,2.029,2.345,8.897,5.46,9.065,1.321,2.421,6.439,5.667,2.573,0.681,1.986,1.792,7.452
1089,21,0.245,0.139,0.128,0.08599999999999998,0.04,1.838,1.598,2.184,2.97,7.304999999999999,1.24,1.28,1.751,1.912,8.067999999999998,1.691,1.065,2.586,3.126,6.851,5.001,1.33,1.609,5.2,7.253999999999999,1.093,1.181,1.105,1.034,0.415,3.947,1.718,3.107,2.815,7.428,14.608,3.809,4.173,13.194,3.158,1.322,1.24,1.486,2.1,7.508,1.797,1.915,2.062,1.723,8.154,9.369,5.157,0.914,11.115,3.611,2.14,2.068,2.077,3.138,6.692,1.802,3.115,3.681,10.286,0.913,1.861,8.253,1.439,2.381,0.36,10.23,4.651,1.637,9.764,4.951,7.849999999999999,3.518,1.636,7.037,5.814,0.8329999999999999,0.931,0.648,0.257,0.101,2.954,1.884,3.179,3.906,7.147,2.614,2.72,1.821,4.017,7.005,2.773,5.453,3.068,2.572,7.196,3.032,9.799,0.938,0.929,0.223,3.997,3.398,3.792,7.993999999999998,3.626,2.297,2.312,3.076,1.934,7.18,3.321,2.989,1.328,4.566,6.808,3.755,3.156,2.289,2.916,6.782,4.405,3.028,3.05,3.491,7.141,4.43,1.475,1.931,2.407,7.421999999999999,0.493,3.291,0.91,0.4,0.076,0.392,0.388,1.513,1.882,0.255,6.646,2.129,2.753,8.529999999999998,5.465,6.386,1.627,2.67,6.801,5.763,2.423,0.602,2.091,1.994,7.392
1090,21,0.315,0.131,0.181,0.08999999999999998,0.039,2.476,1.239,2.504,2.703,7.272999999999999,1.84,1.106,1.289,2.328,7.801999999999999,1.781,0.954,2.555,3.189,6.779,5.39,1.55,1.727,5.338,7.024,1.124,0.9900000000000002,1.148,1.109,0.397,5.661,1.726,3.364,2.757,7.323,12.346,3.093,4.584,13.868,2.849,1.894,1.583,1.656,2.142,7.38,2.238,1.645,2.056,1.704,8.048,6.987,6.166,1.026,10.929,3.533,2.615,2.315,2.145,3.351,6.513,1.306,2.533,3.513,10.727,0.925,1.534,5.495,1.603,2.148,0.362,11.235,3.635,1.976,9.822,5.017,8.606999999999998,4.351,1.401,7.155,5.691,0.795,1.479,0.897,0.325,0.126,3.345,1.469,2.902,3.651,7.016,6.047,3.379,2.402,3.749,6.974,3.933,7.19,3.032,2.689,7.132,2.152,12.75,1.407,0.969,0.196,5.893,3.886,4.007,8.365999999999998,3.45,1.822,2.131,2.948,2.081,7.266,3.621,3.019,1.35,4.508,6.791,4.318,2.435,2.621,3.55,6.512,3.331,2.697,2.894,3.663,7.188,4.091,1.118,2.032,2.538,7.376999999999998,0.371,2.855,1.013,0.352,0.066,0.444,0.342,1.163,1.696,0.263,6.261,2.254,2.27,8.566,5.464,4.606,2.002,2.73,6.861,5.689,1.687,0.545,2.185,2.284,7.49
